match_no,date,batting_team,striker,venue,runs,balls,fours,sixes,dismissed,sr
1,2026-03-28,RCB,Devdutt Padikkal,M. Chinnaswamy Stadium,61,26,7,4,1,234.62
1,2026-03-28,RCB,Jitesh Sharma,M. Chinnaswamy Stadium,0,1,0,0,1,0.0
1,2026-03-28,RCB,Phil Salt,M. Chinnaswamy Stadium,8,7,2,0,1,114.29
1,2026-03-28,RCB,Rajat Patidar,M. Chinnaswamy Stadium,31,12,2,3,1,258.33
1,2026-03-28,RCB,Tim David,M. Chinnaswamy Stadium,16,10,1,1,0,160.0
1,2026-03-28,RCB,Virat Kohli,M. Chinnaswamy Stadium,69,39,5,5,1,176.92
1,2026-03-28,SRH,Abhishek Sharma,M. Chinnaswamy Stadium,7,8,0,1,1,87.5
1,2026-03-28,SRH,Aniket Verma,M. Chinnaswamy Stadium,43,18,3,4,1,238.89
1,2026-03-28,SRH,David Payne,M. Chinnaswamy Stadium,6,5,0,0,0,120.0
1,2026-03-28,SRH,Harsh Dubey,M. Chinnaswamy Stadium,3,3,0,0,1,100.0
1,2026-03-28,SRH,Harshal Patel,M. Chinnaswamy Stadium,0,2,0,0,1,0.0
1,2026-03-28,SRH,Heinrich Klaasen,M. Chinnaswamy Stadium,31,22,2,1,1,140.91
1,2026-03-28,SRH,Ishan Kishan,M. Chinnaswamy Stadium,81,39,8,5,1,207.69
1,2026-03-28,SRH,Jaydev Unadkat,M. Chinnaswamy Stadium,4,3,0,0,0,133.33
1,2026-03-28,SRH,Nitish Reddy,M. Chinnaswamy Stadium,1,6,0,0,1,16.67
1,2026-03-28,SRH,Salil Arora,M. Chinnaswamy Stadium,9,6,0,1,1,150.0
1,2026-03-28,SRH,Travis Head,M. Chinnaswamy Stadium,11,9,2,0,1,122.22
2,2026-03-29,KKR,Ajinkya Rahane,Wankhede Stadium,67,40,3,5,1,167.5
2,2026-03-29,KKR,Angkrish Raghuvanshi,Wankhede Stadium,51,29,6,2,1,175.86
2,2026-03-29,KKR,Cameron Green,Wankhede Stadium,18,10,1,1,1,180.0
2,2026-03-29,KKR,Finn Allen,Wankhede Stadium,37,17,6,2,1,217.65
2,2026-03-29,KKR,Ramandeep Singh,Wankhede Stadium,4,4,0,0,0,100.0
2,2026-03-29,KKR,Rinku Singh,Wankhede Stadium,33,21,4,0,0,157.14
2,2026-03-29,MI,Hardik Pandya,Wankhede Stadium,18,11,3,0,0,163.64
2,2026-03-29,MI,Naman Dhir,Wankhede Stadium,5,2,1,0,0,250.0
2,2026-03-29,MI,Rohit Sharma,Wankhede Stadium,78,38,6,6,1,205.26
2,2026-03-29,MI,Ryan Rickelton,Wankhede Stadium,81,43,4,8,1,188.37
2,2026-03-29,MI,Suryakumar Yadav,Wankhede Stadium,16,8,3,0,1,200.0
2,2026-03-29,MI,Tilak Varma,Wankhede Stadium,20,14,4,0,1,142.86
3,2026-03-30,CSK,Anshul Kamboj,Barsapara Stadium,8,10,1,0,0,80.0
3,2026-03-30,CSK,Ayush Mhatre,Barsapara Stadium,0,1,0,0,1,0.0
3,2026-03-30,CSK,Jamie Overton,Barsapara Stadium,43,36,2,2,1,119.44
3,2026-03-30,CSK,Kartik Sharma,Barsapara Stadium,18,15,0,1,1,120.0
3,2026-03-30,CSK,Matt Henry,Barsapara Stadium,5,7,1,0,1,71.43
3,2026-03-30,CSK,Matthew Short,Barsapara Stadium,2,7,0,0,1,28.57
3,2026-03-30,CSK,Noor Ahmad,Barsapara Stadium,1,9,0,0,1,11.11
3,2026-03-30,CSK,Ruturaj Gaikwad,Barsapara Stadium,6,11,1,0,1,54.55
3,2026-03-30,CSK,Sanju Samson,Barsapara Stadium,6,7,1,0,1,85.71
3,2026-03-30,CSK,Sarfaraz Khan,Barsapara Stadium,17,12,2,1,1,141.67
3,2026-03-30,CSK,Shivam Dube,Barsapara Stadium,6,4,0,1,1,150.0
3,2026-03-30,RR,Dhruv Jurel,Barsapara Stadium,18,9,4,0,1,200.0
3,2026-03-30,RR,Riyan Parag,Barsapara Stadium,14,11,1,1,0,127.27
3,2026-03-30,RR,Vaibhav Sooryavanshi,Barsapara Stadium,52,17,4,5,1,305.88
3,2026-03-30,RR,Yashasvi Jaiswal,Barsapara Stadium,38,36,3,1,0,105.56
4,2026-03-31,GT,Glenn Phillips,New PCA Cricket Stadium,25,17,1,1,1,147.06
4,2026-03-31,GT,Jos Buttler,New PCA Cricket Stadium,38,33,3,2,1,115.15
4,2026-03-31,GT,Rahul Tewatia,New PCA Cricket Stadium,11,10,1,0,0,110.0
4,2026-03-31,GT,Rashid Khan,New PCA Cricket Stadium,0,1,0,0,0,0.0
4,2026-03-31,GT,Sai Sudharsan,New PCA Cricket Stadium,13,11,2,0,1,118.18
4,2026-03-31,GT,Shahrukh Khan,New PCA Cricket Stadium,4,6,0,0,1,66.67
4,2026-03-31,GT,Shubman Gill,New PCA Cricket Stadium,39,27,6,0,1,144.44
4,2026-03-31,GT,Washington Sundar,New PCA Cricket Stadium,18,16,2,0,1,112.5
4,2026-03-31,PBKS,Cooper Connolly,New PCA Cricket Stadium,72,44,5,5,0,163.64
4,2026-03-31,PBKS,Marco Jansen,New PCA Cricket Stadium,9,10,0,1,1,90.0
4,2026-03-31,PBKS,Marcus Stoinis,New PCA Cricket Stadium,0,2,0,0,1,0.0
4,2026-03-31,PBKS,Nehal Wadhera,New PCA Cricket Stadium,3,6,0,0,1,50.0
4,2026-03-31,PBKS,Prabhsimran Singh,New PCA Cricket Stadium,37,24,1,4,1,154.17
4,2026-03-31,PBKS,Priyansh Arya,New PCA Cricket Stadium,7,8,0,1,1,87.5
4,2026-03-31,PBKS,Shashank Singh,New PCA Cricket Stadium,4,5,0,0,1,80.0
4,2026-03-31,PBKS,Shreyas Iyer,New PCA Cricket Stadium,18,11,0,2,1,163.64
4,2026-03-31,PBKS,Xavier Bartlett,New PCA Cricket Stadium,11,5,0,1,0,220.0
5,2026-04-01,DC,Axar Patel,Ekana Cricket Stadium,0,1,0,0,1,0.0
5,2026-04-01,DC,Nitish Rana,Ekana Cricket Stadium,15,17,2,1,1,88.24
5,2026-04-01,DC,Pathum Nissanka,Ekana Cricket Stadium,1,5,0,0,1,20.0
5,2026-04-01,DC,Rahul,Ekana Cricket Stadium,0,1,0,0,1,0.0
5,2026-04-01,DC,Sameer Rizvi,Ekana Cricket Stadium,70,47,5,4,0,148.94
5,2026-04-01,DC,Tristan Stubbs,Ekana Cricket Stadium,39,32,3,1,0,121.88
5,2026-04-01,LSG,Abdul Samad,Ekana Cricket Stadium,36,25,3,1,1,144.0
5,2026-04-01,LSG,Aiden Markram,Ekana Cricket Stadium,11,8,1,1,1,137.5
5,2026-04-01,LSG,Anrich Nortje,Ekana Cricket Stadium,0,1,0,0,1,0.0
5,2026-04-01,LSG,Ayush Badoni,Ekana Cricket Stadium,0,3,0,0,1,0.0
5,2026-04-01,LSG,Mitchell Marsh,Ekana Cricket Stadium,35,28,2,3,1,125.0
5,2026-04-01,LSG,Mohammed Shami,Ekana Cricket Stadium,1,2,0,0,1,50.0
5,2026-04-01,LSG,Mohsin Khan,Ekana Cricket Stadium,0,1,0,0,1,0.0
5,2026-04-01,LSG,Mukul Choudhary,Ekana Cricket Stadium,14,11,2,0,1,127.27
5,2026-04-01,LSG,Nicholas Pooran,Ekana Cricket Stadium,8,8,1,0,1,100.0
5,2026-04-01,LSG,Rishabh Pant,Ekana Cricket Stadium,7,9,1,0,0,77.78
5,2026-04-01,LSG,Shahbaz Ahmed,Ekana Cricket Stadium,15,16,1,0,0,93.75
6,2026-04-02,KKR,Ajinkya Rahane,Eden Gardens,8,10,0,0,1,80.0
6,2026-04-02,KKR,Angkrish Raghuvanshi,Eden Gardens,52,29,6,2,1,179.31
6,2026-04-02,KKR,Anukul Roy,Eden Gardens,0,2,0,0,1,0.0
6,2026-04-02,KKR,Cameron Green,Eden Gardens,2,2,0,0,0,100.0
6,2026-04-02,KKR,Finn Allen,Eden Gardens,28,7,4,2,1,400.0
6,2026-04-02,KKR,Kartik Tyagi,Eden Gardens,5,5,1,0,1,100.0
6,2026-04-02,KKR,Ramandeep Singh,Eden Gardens,10,9,1,0,1,111.11
6,2026-04-02,KKR,Rinku Singh,Eden Gardens,35,25,4,1,1,140.0
6,2026-04-02,KKR,Sunil Narine,Eden Gardens,12,4,0,2,1,300.0
6,2026-04-02,KKR,Vaibhav Arora,Eden Gardens,1,2,0,0,0,50.0
6,2026-04-02,KKR,Varun Chakaravarthy,Eden Gardens,0,1,0,0,1,0.0
6,2026-04-02,SRH,Abhishek Sharma,Eden Gardens,48,21,4,4,1,228.57
6,2026-04-02,SRH,Aniket Verma,Eden Gardens,1,4,0,0,1,25.0
6,2026-04-02,SRH,Harsh Dubey,Eden Gardens,9,3,2,0,0,300.0
6,2026-04-02,SRH,Heinrich Klaasen,Eden Gardens,52,35,4,1,1,148.57
6,2026-04-02,SRH,Ishan Kishan,Eden Gardens,14,9,3,0,1,155.56
6,2026-04-02,SRH,Nitish Reddy,Eden Gardens,39,24,4,1,1,162.5
6,2026-04-02,SRH,Salil Arora,Eden Gardens,0,1,0,0,1,0.0
6,2026-04-02,SRH,Shivang Kumar,Eden Gardens,4,2,1,0,1,200.0
6,2026-04-02,SRH,Travis Head,Eden Gardens,46,21,6,3,1,219.05
7,2026-04-03,CSK,Ayush Mhatre,MA Chidambaram Stadium,73,43,6,5,1,169.77
7,2026-04-03,CSK,Kartik Sharma,MA Chidambaram Stadium,1,3,0,0,1,33.33
7,2026-04-03,CSK,Prashant Veer,MA Chidambaram Stadium,6,7,1,0,0,85.71
7,2026-04-03,CSK,Ruturaj Gaikwad,MA Chidambaram Stadium,28,22,2,0,1,127.27
7,2026-04-03,CSK,Sanju Samson,MA Chidambaram Stadium,7,7,1,0,1,100.0
7,2026-04-03,CSK,Sarfaraz Khan,MA Chidambaram Stadium,32,12,6,1,1,266.67
7,2026-04-03,CSK,Shivam Dube,MA Chidambaram Stadium,45,27,5,1,0,166.67
7,2026-04-03,PBKS,Cooper Connolly,MA Chidambaram Stadium,36,22,6,0,1,163.64
7,2026-04-03,PBKS,Marcus Stoinis,MA Chidambaram Stadium,9,3,2,0,0,300.0
7,2026-04-03,PBKS,Nehal Wadhera,MA Chidambaram Stadium,10,9,0,1,1,111.11
7,2026-04-03,PBKS,Prabhsimran Singh,MA Chidambaram Stadium,43,34,6,1,1,126.47
7,2026-04-03,PBKS,Priyansh Arya,MA Chidambaram Stadium,39,11,3,4,1,354.55
7,2026-04-03,PBKS,Shashank Singh,MA Chidambaram Stadium,14,6,2,0,0,233.33
7,2026-04-03,PBKS,Shreyas Iyer,MA Chidambaram Stadium,50,29,4,3,1,172.41
8,2026-04-04,DC,David Miller,Arun Jaitley Stadium,21,18,4,0,0,116.67
8,2026-04-04,DC,Nitish Rana,Arun Jaitley Stadium,0,3,0,0,1,0.0
